location_id,champion_type,champion_model,r2,mae,rmse,nrmse,smape
IN_JSL_001,ensemble,SARIMA + LightGBM,0.8749268619255569,23.090015866780657,29.10228910667458,0.09522955285201984,3.9506945070969275
IN_KOL_001,ensemble,Persistence + SARIMA + LightGBM,0.74720297034425,24.361909897198064,32.236955555930706,0.13787432588350607,5.324382427359134
IN_PUN_001,single,SARIMA,0.8899783405819937,27.694549017534328,38.062597177146046,0.09047185544197464,5.754953592589526
